Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Equipment
9C,15999,CNX,3931,PVG,3406,,320
9C,15999,CSX,3371,SHA,3391,,320
9C,15999,CTU,3395,SHA,3391,,320
9C,15999,CTU,3395,SJW,6347,,320
9C,15999,DLC,3404,HGH,3386,,320
9C,15999,DLC,3404,PVG,3406,,320
9C,15999,DLC,3404,SJW,6347,,320
9C,15999,DYG,6353,PVG,3406,,320
9C,15999,HET,6345,SJW,6347,,320
9C,15999,HGH,3386,DLC,3404,,320
9C,15999,HGH,3386,KWL,3372,,320
9C,15999,HGH,3386,SHE,4144,,320
9C,15999,HGH,3386,SJW,6347,,320
9C,15999,HGH,3386,SYX,4030,,320
9C,15999,HGH,3386,SZX,3374,,320
9C,15999,HIA,7898,HRB,3400,,320
9C,15999,HIA,7898,SZX,3374,,320
9C,15999,HKG,3077,PVG,3406,,320
9C,15999,HKT,3179,PVG,3406,,320
9C,15999,HRB,3400,HIA,7898,,320
9C,15999,HRB,3400,PVG,3406,,320
9C,15999,HSG,5996,PVG,3406,,320
9C,15999,IBR,2281,PVG,3406,,320
9C,15999,JIQ,8781,KMG,3382,,320
9C,15999,JIQ,8781,SHA,3391,,320
9C,15999,JJN,6386,SHA,3391,,320
9C,15999,KHH,2264,PVG,3406,,320
9C,15999,KIX,3992,PVG,3406,,320
9C,15999,KMG,3382,CGD,6352,,320
9C,15999,KMG,3382,JIQ,8781,,320
9C,15999,KMG,3382,MIG,6400,,320
9C,15999,KMG,3382,PVG,3406,,320
9C,15999,KMG,3382,SHA,3391,,320
9C,15999,KMG,3382,SJW,6347,,320
9C,15999,KMG,3382,ZYI,9846,,320
9C,15999,KWE,3394,SHA,3391,,320
9C,15999,KWL,3372,HGH,3386,,320
9C,15999,KWL,3372,PVG,3406,,320
9C,15999,KWL,3372,SJW,6347,,320
9C,15999,LHW,3378,PVG,3406,,320
9C,15999,LYA,4148,CKG,3393,,320
9C,15999,LYA,4148,SHE,4144,,320
9C,15999,MFM,3121,PVG,3406,,320
9C,15999,MIG,6400,KMG,3382,,320
9C,15999,MIG,6400,SHA,3391,,320
9C,15999,MIG,6400,SHE,4144,,320
9C,15999,NKG,3388,SHE,4144,,320
9C,15999,NNG,3373,SHA,3391,,320
9C,15999,PVG,3406,BKI,3269,,320
9C,15999,PVG,3406,BKK,3885,,320
9C,15999,PVG,3406,CGQ,4380,,320
9C,15999,PVG,3406,CJU,2370,,320
9C,15999,PVG,3406,CKG,3393,,320
9C,15999,PVG,3406,CNX,3931,,320
9C,15999,PVG,3406,DLC,3404,,320
9C,15999,PVG,3406,DYG,6353,,320
9C,15999,PVG,3406,HKG,3077,,320
9C,15999,PVG,3406,HKT,3179,,320
9C,15999,PVG,3406,HRB,3400,,320
9C,15999,PVG,3406,IBR,2281,,320
9C,15999,PVG,3406,KHH,2264,,320
9C,15999,PVG,3406,KIX,3992,,320
9C,15999,PVG,3406,KWL,3372,,320
9C,15999,PVG,3406,MFM,3121,,320
9C,15999,PVG,3406,NNG,3373,,320
9C,15999,PVG,3406,REP,3035,,320
9C,15999,PVG,3406,SHE,4144,,320
9C,15999,PVG,3406,SIN,3316,,320
9C,15999,PVG,3406,SYX,4030,,320
9C,15999,PVG,3406,TAK,2337,,320
9C,15999,PVG,3406,TAO,3390,,320
9C,15999,PVG,3406,TPE,2276,,320
9C,15999,PVG,3406,XMN,3383,,320
9C,15999,PVG,3406,ZHA,6357,,320
9C,15999,REP,3035,PVG,3406,,320
9C,15999,SHA,3391,CAN,3370,,320
9C,15999,SHA,3391,CGD,6352,,320
9C,15999,SHA,3391,CKG,3393,,320
9C,15999,SHA,3391,CSX,3371,,320
9C,15999,SHA,3391,CTU,3395,,320
9C,15999,SHA,3391,JIQ,8781,,320
9C,15999,SHA,3391,JJN,6386,,320
9C,15999,SHA,3391,KMG,3382,,320
9C,15999,SHA,3391,KWE,3394,,320
9C,15999,SHA,3391,LHW,3378,,320
9C,15999,SHA,3391,SJW,6347,,320
9C,15999,SHA,3391,SWA,4302,,320
9C,15999,SHA,3391,SYX,4030,,320
9C,15999,SHA,3391,SZX,3374,,320
9C,15999,SHA,3391,TAO,3390,,320
9C,15999,SHA,3391,URC,3399,,320
9C,15999,SHA,3391,XIY,3379,,320
9C,15999,SHA,3391,XMN,3383,,320
9C,15999,SHA,3391,ZUH,6355,,320
9C,15999,SHA,3391,ZYI,9846,,320
9C,15999,SHE,4144,HGH,3386,,320
9C,15999,SHE,4144,LYA,4148,,320
9C,15999,SHE,4144,MIG,6400,,320
9C,15999,SHE,4144,NKG,3388,,320
9C,15999,SHE,4144,PVG,3406,,320
9C,15999,SHE,4144,SJW,6347,,320
9C,15999,SHE,4144,SZX,3374,,320
9C,15999,SHE,4144,XIY,3379,,320
9C,15999,SIN,3316,PVG,3406,,320
9C,15999,SJW,6347,CAN,3370,,320
9C,15999,SJW,6347,CKG,3393,,320
9C,15999,SJW,6347,CTU,3395,,320
9C,15999,SJW,6347,DLC,3404,,320
9C,15999,SJW,6347,HET,6345,,320
9C,15999,SJW,6347,HGH,3386,,320
9C,15999,SJW,6347,KMG,3382,,320
9C,15999,SJW,6347,KWL,3372,,320
9C,15999,SJW,6347,SHA,3391,,320
9C,15999,SJW,6347,SHE,4144,,320
9C,15999,SJW,6347,SZX,3374,,320
9C,15999,SJW,6347,TPE,2276,,320
9C,15999,SJW,6347,XMN,3383,,320
9C,15999,SWA,4302,SHA,3391,,320
9C,15999,SYX,4030,HGH,3386,,320
9C,15999,SYX,4030,PVG,3406,,320
9C,15999,SYX,4030,SHA,3391,,320
9C,15999,SZX,3374,HGH,3386,,320
9C,15999,SZX,3374,HIA,7898,,320
9C,15999,SZX,3374,SHA,3391,,320
9C,15999,SZX,3374,SHE,4144,,320
9C,15999,SZX,3374,SJW,6347,,320
9C,15999,TAK,2337,PVG,3406,,320
9C,15999,TAO,3390,SHA,3391,,320
9C,15999,TPE,2276,PVG,3406,,320
9C,15999,TPE,2276,SJW,6347,,320
9C,15999,URC,3399,SHA,3391,,320
9C,15999,URC,3399,XIY,3379,,320
9C,15999,XIY,3379,SHA,3391,,320
9C,15999,XIY,3379,SHE,4144,,320
9C,15999,XIY,3379,URC,3399,,320
9C,15999,XMN,3383,PVG,3406,,320
9C,15999,XMN,3383,SHA,3391,,320
9C,15999,XMN,3383,SJW,6347,,320
9C,15999,ZHA,6357,PVG,3406,,320
9C,15999,ZUH,6355,PVG,3406,,320
9C,15999,ZUH,6355,SHA,3391,,320
9C,15999,ZYI,9846,KMG,3382,,320
9C,15999,ZYI,9846,SHA,3391,,320
9D,\N,JED,2072,NDJ,999,,737 747
9E,3976,ATL,3682,AZO,4039,,CRJ
9E,3976,ATL,3682,CHA,3578,,CRJ
9E,3976,ATL,3682,CID,4043,,CRJ
9E,3976,ATL,3682,CRW,4285,,CRJ
9E,3976,ATL,3682,CVG,3488,,CR9
9E,3976,ATL,3682,EVV,4018,,CRJ
9E,3976,ATL,3682,FWA,4041,,CRJ
9E,3976,ATL,3682,GSO,4008,,CR9
9E,3976,ATL,3682,GSP,4034,,CRJ
9E,3976,ATL,3682,LAN,3544,,CRJ
9E,3976,ATL,3682,LEX,4017,,CRJ
9E,3976,ATL,3682,MBS,4128,,CRJ
9E,3976,ATL,3682,MSP,3858,,
9E,3976,ATL,3682,ROA,4016,,CRJ
9E,3976,ATL,3682,SYR,3745,,CR9
9E,3976,ATL,3682,TYS,3676,,CRJ CR9
9E,3976,ATL,3682,XNA,4356,,CRJ
9E,3976,AZO,4039,ATL,3682,,CRJ
9E,3976,CHA,3578,ATL,3682,,CRJ
9E,3976,CRW,4285,ATL,3682,,CRJ
9E,3976,CVG,3488,ATL,3682,,CR9
9E,3976,DTW,3645,MSY,3861,,CR9
9E,3976,EVV,4018,ATL,3682,,CRJ
9E,3976,FWA,4041,ATL,3682,,CRJ
9E,3976,GFK,3442,TVF,7018,,
9E,3976,GSO,4008,ATL,3682,,CR9
9E,3976,GSP,4034,ATL,3682,,CRJ
9E,3976,JFK,3797,MSY,3861,,CR9
9E,3976,LAN,3544,ATL,3682,,CRJ
9E,3976,LEX,4017,ATL,3682,,CRJ
9E,3976,LGA,3697,MSY,3861,,CR9
9E,3976,MBS,4128,ATL,3682,,CRJ
9E,3976,MDT,3542,ATL,3682,,CRJ
9E,3976,MEM,3473,MSY,3861,,CRJ
9E,3976,MSP,3858,ATL,3682,,
9E,3976,MSP,3858,MSY,3861,,CR9
9E,3976,MSY,3861,DTW,3645,,CR9
9E,3976,MSY,3861,JFK,3797,,CR9
9E,3976,MSY,3861,LGA,3697,,CR9
9E,3976,MSY,3861,MEM,3473,,CRJ
9E,3976,MSY,3861,MSP,3858,,CR9
9E,3976,ROA,4016,ATL,3682,,CRJ
9E,3976,SYR,3745,ATL,3682,,CR9
9E,3976,TVF,7018,GFK,3442,,
9E,3976,TYS,3676,ATL,3682,,CRJ CR9
9E,3976,XNA,4356,ATL,3682,,CRJ
9K,1629,ACK,3517,BOS,3448,,CNA
9K,1629,ACK,3517,EWB,5737,,CNA
9K,1629,ACK,3517,MVY,4265,,CNA
9K,1629,ALB,3864,BOS,3448,,CNA
9K,1629,ALB,3864,MSS,3546,,CNA
9K,1629,ALB,3864,OGS,3724,,CNA
9K,1629,AUG,3701,BOS,3448,,CNA
9K,1629,AXA,2900,SJU,2890,,CNA
9K,1629,BHB,4025,BOS,3448,,CNA
9K,1629,BIL,4021,GDV,7070,,CNA
9K,1629,BIL,4021,GGW,5739,,CNA
9K,1629,BIL,4021,HVR,3604,,CNA
9K,1629,BIL,4021,OLF,7071,,CNA
9K,1629,BIL,4021,SDY,7065,,CNA
9K,1629,BOS,3448,ACK,3517,,CNA
9K,1629,BOS,3448,ALB,3864,,CNA
9K,1629,BOS,3448,AUG,3701,,CNA
9K,1629,BOS,3448,BHB,4025,,CNA
9K,1629,BOS,3448,HYA,4278,,CNA
9K,1629,BOS,3448,LEB,5749,,CNA
9K,1629,BOS,3448,MVY,4265,,CNA
9K,1629,BOS,3448,PVC,6456,,CNA
9K,1629,BOS,3448,RKD,4026,,CNA
9K,1629,BOS,3448,RUT,5767,,CNA
9K,1629,BOS,3448,SLK,5770,,CNA
9K,1629,CGI,5728,STL,3678,,CNA
9K,1629,CPX,6814,SJU,2890,,BNI
9K,1629,EIS,2903,SJU,2890,,CNA
9K,1629,EIS,2903,STT,2883,,CNA
9K,1629,EWB,5737,ACK,3517,,CNA
9K,1629,EWB,5737,HPN,3589,,CNA
9K,1629,EWB,5737,MVY,4265,,CNA
9K,1629,GDV,7070,BIL,4021,,CNA
9K,1629,GGW,5739,BIL,4021,,CNA
9K,1629,HPN,3589,HYA,4278,,CNA
9K,1629,HPN,3589,LEB,5749,,CNA
9K,1629,HPN,3589,MVY,4265,,CNA
9K,1629,HVR,3604,BIL,4021,,CNA
9K,1629,HYA,4278,BOS,3448,,CNA
9K,1629,IRK,5744,STL,3678,,CNA
9K,1629,LEB,5749,BOS,3448,,CNA
9K,1629,LEB,5749,HPN,3589,,CNA
9K,1629,MAZ,2888,SJU,2890,,CNA
9K,1629,MSS,3546,ALB,3864,,CNA
9K,1629,MVY,4265,ACK,3517,,CNA
9K,1629,MVY,4265,BOS,3448,,CNA
9K,1629,MVY,4265,EWB,5737,,CNA
9K,1629,MVY,4265,HPN,3589,,CNA
9K,1629,MWA,6825,STL,3678,,CNA
9K,1629,NEV,6079,SJU,2890,,CNA
9K,1629,OGS,3724,ALB,3864,,CNA
9K,1629,OLF,7071,BIL,4021,,CNA
9K,1629,OWB,5758,STL,3678,,CNA
9K,1629,PVC,6456,BOS,3448,,CNA
9K,1629,RKD,4026,BOS,3448,,CNA
9K,1629,RUT,5767,BOS,3448,,CNA
9K,1629,SDY,7065,BIL,4021,,CNA
9K,1629,SJU,2890,AXA,2900,,CNA
9K,1629,SJU,2890,CPX,6814,,BNI
9K,1629,SJU,2890,EIS,2903,,CNA
9K,1629,SJU,2890,MAZ,2888,,CNA
9K,1629,SJU,2890,NEV,6079,,CNA
9K,1629,SJU,2890,STT,2883,,CNA
9K,1629,SJU,2890,STX,2884,,CNA
9K,1629,SJU,2890,VIJ,6080,,BNI
9K,1629,SJU,2890,VQS,6788,,CNA
9K,1629,SLK,5770,BOS,3448,,CNA
9K,1629,STL,3678,CGI,5728,,CNA
9K,1629,STL,3678,IRK,5744,,CNA
9K,1629,STL,3678,MWA,6825,,CNA
9K,1629,STL,3678,OWB,5758,,CNA
9K,1629,STL,3678,TBN,3665,,CNA
9K,1629,STL,3678,UIN,5774,,CNA
9K,1629,STT,2883,EIS,2903,,CNA
9K,1629,STT,2883,SJU,2890,,CNA
9K,1629,STT,2883,STX,2884,,CNA
9K,1629,STX,2884,SJU,2890,,CNA
9K,1629,STX,2884,STT,2883,,CNA
9K,1629,STX,2884,VQS,6788,,CNA
9K,1629,TBN,3665,STL,3678,,CNA
9K,1629,UIN,5774,STL,3678,,CNA
9K,1629,VIJ,6080,SJU,2890,,BNI
9K,1629,VQS,6788,SJU,2890,,CNA
9K,1629,VQS,6788,STX,2884,,CNA
9M,\N,YBL,30,YQQ,119,,BEH
9M,\N,YBL,30,YVR,156,,BEH
9M,\N,YDQ,48,YVR,156,,DH1
9M,\N,YDQ,48,YYE,180,,DH1
9M,\N,YEG,49,YOJ,99,,BEH
9M,\N,YEG,49,YOP,7266,,BEH
9M,\N,YEG,49,YXJ,168,,D38 DH3
9M,\N,YEG,49,YYC,178,,BEH D38 DH3
9M,\N,YKA,78,YVR,156,,BEH
9M,\N,YKA,78,YXS,172,,BEH
9M,\N,YLL,85,YYC,178,,BEH
9M,\N,YLW,87,YXS,172,,BEH
9M,\N,YOJ,99,YEG,49,,BEH
9M,\N,YOJ,99,YOP,7266,,BEH
9M,\N,YOP,7266,YEG,49,,BEH
9M,\N,YOP,7266,YOJ,99,,BEH
9M,\N,YQQ,119,YBL,30,,BEH
9M,\N,YQQ,119,YVR,156,,BEH
9M,\N,YQZ,127,YVR,156,,BEH
9M,\N,YQZ,127,YWL,162,,BEH
9M,\N,YVR,156,YBL,30,,BEH
9M,\N,YVR,156,YDQ,48,,DH1
9M,\N,YVR,156,YKA,78,,BEH
9M,\N,YVR,156,YQQ,119,,BEH
9M,\N,YVR,156,YQZ,127,,BEH
9M,\N,YVR,156,YWL,162,,BEH
9M,\N,YWL,162,YQZ,127,,BEH
9M,\N,YWL,162,YVR,156,,BEH
9M,\N,YXJ,168,YEG,49,,D38 DH3
9M,\N,YXJ,168,YXS,172,,BEH
9M,\N,YXJ,168,YYE,180,,D38 BEH DH3
9M,\N,YXS,172,YKA,78,,BEH
9M,\N,YXS,172,YLW,87,,BEH
9M,\N,YXS,172,YXJ,168,,BEH
9M,\N,YXS,172,YXT,173,,DH3
9M,\N,YXS,172,YYC,178,,DH3
9M,\N,YXS,172,YYD,179,,BEH
9M,\N,YXS,172,YYE,180,,BEH
9M,\N,YXT,173,YXS,172,,DH3
9M,\N,YYC,178,YEG,49,,D38 BEH DH3
9M,\N,YYC,178,YLL,85,,BEH D38
9M,\N,YYC,178,YXS,172,,DH3
9M,\N,YYD,179,YXS,172,,BEH
9M,\N,YYE,180,YDQ,48,,DH1
9M,\N,YYE,180,YXJ,168,,D38 BEH DH3
9M,\N,YYE,180,YXS,172,,BEH
9N,19810,BCV,8227,BZE,1957,,CNC
9N,19810,BCV,8227,CUK,5454,,CNC
9N,19810,BCV,8227,SPR,4279,,CNC
9N,19810,BCV,8227,TZA,6463,,CNC
9N,19810,BZE,1957,BCV,8227,,CNC
9N,19810,BZE,1957,CUK,5454,,CNC
9N,19810,BZE,1957,CUN,1852,,CNC
9N,19810,BZE,1957,DGA,7287,,CNC
9N,19810,BZE,1957,FRS,4024,,CNC
9N,19810,BZE,1957,MID,1819,,CNC
9N,19810,BZE,1957,PLJ,7288,,CNC
9N,19810,BZE,1957,RTB,1774,,CNC
9N,19810,BZE,1957,SAP,1772,,CNC
9N,19810,BZE,1957,SPR,4279,,CNC
9N,19810,BZE,1957,TZA,6463,,CNC
9N,19810,CUK,5454,BCV,8227,,CNC
9N,19810,CUK,5454,BZE,1957,,CNC
9N,19810,CUK,5454,SPR,4279,,CNC
9N,19810,CUK,5454,TZA,6463,,CNC
9N,19810,CUN,1852,BZE,1957,,CNC
9N,19810,CZH,7029,SPR,4279,,CNC
9N,19810,DGA,7287,BZE,1957,,CNC
9N,19810,DGA,7287,PLJ,7288,,CNC
9N,19810,DGA,7287,TZA,6463,,CNC
9N,19810,FRS,4024,BZE,1957,,CNC
9N,19810,MID,1819,BZE,1957,,CNC
9N,19810,PLJ,7288,BZE,1957,,CNC
9N,19810,PLJ,7288,DGA,7287,,CNC
9N,19810,PLJ,7288,PND,5455,,CNC
9N,19810,PND,5455,PLJ,7288,,CNC
9N,19810,RTB,1774,BZE,1957,,CNC
9N,19810,SAP,1772,BZE,1957,,CNC
9N,19810,SPR,4279,BCV,8227,,CNC
9N,19810,SPR,4279,BZE,1957,,CNC
9N,19810,SPR,4279,CUK,5454,,CNC
9N,19810,SPR,4279,CZH,7029,,CNC
9N,19810,SPR,4279,TZA,6463,,CNC
9N,19810,TZA,6463,BCV,8227,,CNC
9N,19810,TZA,6463,BZE,1957,,CNC
9N,19810,TZA,6463,CUK,5454,,CNC
9N,19810,TZA,6463,DGA,7287,,CNC
9N,19810,TZA,6463,SPR,4279,,CNC
9Q,3835,GDT,5807,PLS,1754,,CNT
9Q,3835,GDT,5807,SLX,5809,,CNT
9Q,3835,PLS,1754,GDT,5807,,CNT
9Q,3835,SLX,5809,GDT,5807,,CNT
9R,4691,ACR,6740,LCR,7356,,BE1
9R,4691,ACR,6740,SVI,2750,,BE1
9R,4691,ADZ,2749,PVA,2743,,L4T
9R,4691,APO,2726,BOG,2709,,ER4
9R,4691,APO,2726,EOH,2729,,AT7
9R,4691,AUC,2752,BOG,2709,,E70
9R,4691,BOG,2709,APO,2726,,ER4
9R,4691,BOG,2709,AUC,2752,,E70
9R,4691,BOG,2709,BUN,2712,,AT5
9R,4691,BOG,2709,CZU,2717,,AT7
9R,4691,BOG,2709,EOH,2729,,ER4 AT5 AT7
9R,4691,BOG,2709,FLA,2719,,AT5
9R,4691,BOG,2709,IPI,2725,,BE1
9R,4691,BOG,2709,MVP,2732,,E70
9R,4691,BOG,2709,PCR,2738,,E70
9R,4691,BOG,2709,PDA,6054,,E70
9R,4691,BOG,2709,PSO,2742,,E70
9R,4691,BOG,2709,PUU,2706,,AT5
9R,4691,BOG,2709,RVE,7355,,AT5
9R,4691,BOG,2709,SJE,2747,,AT5
9R,4691,BOG,2709,SVI,2750,,BE1
9R,4691,BOG,2709,TME,2751,,AT5
9R,4691,BOG,2709,UIB,2753,,AT5
9R,4691,BOG,2709,VGZ,7359,,AT5
9R,4691,BOG,2709,VVC,2756,,AT7 BE1
9R,4691,BSC,2711,EOH,2729,,AT5
9R,4691,BUN,2712,BOG,2709,,AT5
9R,4691,CLO,2715,GPI,2722,,AT5
9R,4691,CLO,2715,PUU,2706,,AT5
9R,4691,CLO,2715,UIB,2753,,AT5
9R,4691,CZU,2717,BOG,2709,,AT7
9R,4691,EOH,2729,APO,2726,,AT7
9R,4691,EOH,2729,BOG,2709,,AT5 ER4 AT7
9R,4691,EOH,2729,BSC,2711,,AT5
9R,4691,EOH,2729,NQU,6053,,L4T
9R,4691,EOH,2729,UIB,2753,,AT5
9R,4691,FLA,2719,BOG,2709,,AT5
9R,4691,GPI,2722,CLO,2715,,AT5
9R,4691,IPI,2725,BOG,2709,,BE1
9R,4691,LCR,7356,ACR,6740,,BE1
9R,4691,LCR,7356,LET,2728,,BE1
9R,4691,LET,2728,LCR,7356,,BE1
9R,4691,LET,2728,LPD,6052,,BE1
9R,4691,LET,2728,TCD,5477,,BE1
9R,4691,LMC,7358,VVC,2756,,BE1
9R,4691,LPD,6052,LET,2728,,BE1
9R,4691,LQM,6051,PUU,2706,,AT5
9R,4691,MVP,2732,BOG,2709,,E70
9R,4691,MVP,2732,VVC,2756,,AT7
9R,4691,NQU,6053,EOH,2729,,L4T
9R,4691,PCR,2738,BOG,2709,,E70
9R,4691,PCR,2738,VVC,2756,,E70
9R,4691,PDA,6054,BOG,2709,,E70
9R,4691,PDA,6054,VVC,2756,,E70
9R,4691,PSO,2742,BOG,2709,,E70
9R,4691,PUU,2706,BOG,2709,,AT5
9R,4691,PUU,2706,CLO,2715,,AT5
9R,4691,PUU,2706,LQM,6051,,AT5
9R,4691,PVA,2743,ADZ,2749,,L4T
9R,4691,RVE,7355,BOG,2709,,AT5
9R,4691,RVE,7355,TME,2751,,AT5
9R,4691,SJE,2747,BOG,2709,,AT5
9R,4691,SVI,2750,ACR,6740,,BE1
9R,4691,SVI,2750,BOG,2709,,BE1
9R,4691,TCD,5477,LET,2728,,BE1
9R,4691,TME,2751,BOG,2709,,AT5
9R,4691,TME,2751,RVE,7355,,AT5
9R,4691,UIB,2753,BOG,2709,,AT5
9R,4691,UIB,2753,CLO,2715,,AT5
9R,4691,UIB,2753,EOH,2729,,AT5
9R,4691,VGZ,7359,BOG,2709,,AT5
9R,4691,VVC,2756,BOG,2709,,AT7 BE1
9R,4691,VVC,2756,LMC,7358,,BE1
9R,4691,VVC,2756,MVP,2732,,AT7
9R,4691,VVC,2756,PCR,2738,,E70
9R,4691,VVC,2756,PDA,6054,,E70
9U,1073,AER,2965,KIV,1735,,EM2
9U,1073,ATH,3941,KIV,1735,,E90
9U,1073,BLQ,1538,KIV,1735,,E90
9U,1073,BVA,1367,KIV,1735,,E90
9U,1073,DME,4029,KIV,1735,,320 E90
9U,1073,DUB,599,KIV,1735,,E90
9U,1073,FCO,1555,KIV,1735,,E90
9U,1073,FRA,340,KIV,1735,,E90
9U,1073,IST,1701,KIV,1735,,320 E90
9U,1073,KBP,2939,KIV,1735,,EM2
9U,1073,KIV,1735,AER,2965,,EM2
9U,1073,KIV,1735,ATH,3941,,E90
9U,1073,KIV,1735,BLQ,1538,,E90
9U,1073,KIV,1735,BVA,1367,,E90
9U,1073,KIV,1735,DME,4029,,320 E90
9U,1073,KIV,1735,DUB,599,,E90
9U,1073,KIV,1735,FCO,1555,,E90
9U,1073,KIV,1735,FRA,340,,E90
9U,1073,KIV,1735,IST,1701,,320 E90
9U,1073,KIV,1735,KBP,2939,,EM2
9U,1073,KIV,1735,LCA,1197,,E90
9U,1073,KIV,1735,LED,2948,,E90
9U,1073,KIV,1735,LIS,1638,,E90
9U,1073,KIV,1735,MXP,1524,,E90
9U,1073,KIV,1735,OTP,1657,,EM2
9U,1073,KIV,1735,SGC,2974,,E90
9U,1073,KIV,1735,STN,548,,E90 320
9U,1073,KIV,1735,VCE,1551,,E90
9U,1073,KIV,1735,VRN,1550,,E90
9U,1073,LCA,1197,KIV,1735,,E90
9U,1073,LED,2948,KIV,1735,,E90
9U,1073,LIS,1638,KIV,1735,,E90
9U,1073,MXP,1524,KIV,1735,,E90
9U,1073,OTP,1657,KIV,1735,,EM2
9U,1073,SGC,2974,KIV,1735,,E90
9U,1073,STN,548,KIV,1735,,E90 320
9U,1073,VCE,1551,KIV,1735,,E90
9U,1073,VRN,1550,KIV,1735,,E90
9V,20004,AUA,2895,CCS,2851,,732
9V,20004,AUA,2895,MAR,2848,,732
9V,20004,BLA,2821,CCS,2851,,734 732
9V,20004,BLA,2821,MIA,3576,,734
9V,20004,BLA,2821,PMV,2850,,732
9V,20004,BLA,2821,PTY,1871,,734
9V,20004,BLA,2821,PZO,2856,,732
9V,20004,BLA,2821,VLN,2868,,732
9V,20004,BNS,2822,CCS,2851,,732
9V,20004,CCS,2851,AUA,2895,,732
9V,20004,CCS,2851,BLA,2821,,734 732
9V,20004,CCS,2851,BNS,2822,,732
9V,20004,CCS,2851,CUR,2897,,732
9V,20004,CCS,2851,MAR,2848,,732
9V,20004,CCS,2851,MRD,2849,,F50
9V,20004,CCS,2851,PZO,2856,,F50
9V,20004,CCS,2851,VLV,2870,,F50
9V,20004,CUR,2897,CCS,2851,,732
9V,20004,MAR,2848,AUA,2895,,732
9V,20004,MAR,2848,CCS,2851,,732
9V,20004,MAR,2848,VLN,2868,,732
9V,20004,MIA,3576,BLA,2821,,734
9V,20004,MRD,2849,CCS,2851,,F50
9V,20004,PMV,2850,BLA,2821,,732
9V,20004,PMV,2850,CCS,2851,,732
9V,20004,PTY,1871,BLA,2821,,734
9V,20004,PZO,2856,BLA,2821,,732
9V,20004,PZO,2856,CCS,2851,,F50
9V,20004,VLN,2868,BLA,2821,,732
9V,20004,VLN,2868,MAR,2848,,732
9V,20004,VLV,2870,CCS,2851,,F50
9W,3000,AMD,2994,AUH,2179,,320
9W,3000,AMD,2994,BOM,2997,,738
9W,3000,ATQ,3081,DEL,3093,,738
9W,3000,AUH,2179,AMD,2994,,320
9W,3000,AUH,2179,BLR,3131,,73H 320
9W,3000,AUH,2179,BOM,2997,,73H 320
9W,3000,AUH,2179,CCJ,3137,,320
9W,3000,AUH,2179,COK,3136,,73H
9W,3000,AUH,2179,DEL,3093,,73H 320
9W,3000,AUH,2179,DMM,2064,,73H
9W,3000,AUH,2179,KWI,2176,,73H
9W,3000,AUH,2179,MAA,3144,,73H
9W,3000,BAH,2057,BOM,2997,,73H
9W,3000,BDQ,3001,BOM,2997,,73W 738 73H
9W,3000,BHJ,2999,BOM,2997,,73H
9W,3000,BKK,3885,BOM,2997,,739 73H
9W,3000,BKK,3885,DEL,3093,,73H
9W,3000,BLR,3131,AUH,2179,,320 73H
9W,3000,BLR,3131,BOM,2997,,738 73W 73H 739
9W,3000,BLR,3131,DEL,3093,,73H 738
9W,3000,BOM,2997,AMD,2994,,738
9W,3000,BOM,2997,AUH,2179,,73H 320
9W,3000,BOM,2997,BAH,2057,,73H
9W,3000,BOM,2997,BDQ,3001,,73W 738 73H
9W,3000,BOM,2997,BHJ,2999,,73H
9W,3000,BOM,2997,BKK,3885,,73H 739
9W,3000,BOM,2997,BLR,3131,,738 73W 739 73H
9W,3000,BOM,2997,BRU,302,,332 333
9W,3000,BOM,2997,CCU,3043,,73H 738
9W,3000,BOM,2997,CMB,3024,,73H
9W,3000,BOM,2997,COK,3136,,73H
9W,3000,BOM,2997,DAC,3076,,739 73H
9W,3000,BOM,2997,DEL,3093,,739 73H 738
9W,3000,BOM,2997,DMM,2064,,73H
9W,3000,BOM,2997,DOH,11051,,73H
9W,3000,BOM,2997,DXB,2188,,73H
9W,3000,BOM,2997,GOI,3007,,73H
9W,3000,BOM,2997,HKG,3077,,77W
9W,3000,BOM,2997,IXC,3089,,738
9W,3000,BOM,2997,IXE,3143,,73H
9W,3000,BOM,2997,IXU,2996,,738
9W,3000,BOM,2997,JAI,3098,,73W
9W,3000,BOM,2997,JDH,3097,,73H
9W,3000,BOM,2997,JED,2072,,739
9W,3000,BOM,2997,JNB,813,,332
9W,3000,BOM,2997,KTM,3125,,73H 739
9W,3000,BOM,2997,KWI,2176,,73H
9W,3000,BOM,2997,LHR,507,,77W
9W,3000,BOM,2997,LKO,3105,,73H
9W,3000,BOM,2997,MAA,3144,,738 73H
9W,3000,BOM,2997,MCT,2194,,73H
9W,3000,BOM,2997,PNQ,3017,,738
9W,3000,BOM,2997,RUH,2082,,739 73H
9W,3000,BOM,2997,SIN,3316,,73H
9W,3000,BOM,2997,TRV,3153,,73H
9W,3000,BOM,2997,VTZ,3066,,738
9W,3000,BRU,302,BOM,2997,,333 332
9W,3000,BRU,302,DEL,3093,,333
9W,3000,BRU,302,EWR,3494,,333
9W,3000,BRU,302,YYZ,193,,332 333
9W,3000,CCJ,3137,AUH,2179,,320
9W,3000,CCU,3043,BOM,2997,,738 73H
9W,3000,CCU,3043,DAC,3076,,738
